rank,artist,track,label,sp_peak,sp_last_week,sp_woc,streams,date
81,Morgan Wallen,Wasted On You,Big Loud / Republic,3,80,186,3397726,8/15/2024
82,Mitski,My Love Mine All Mine,Dead Oceans,3,88,48,3391532,8/15/2024
83,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,83,139,3,3390753,8/15/2024
84,Chris Stapleton,You Should Probably Leave,Mercury Nashville,56,98,60,3384556,8/15/2024
85,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,83,88,3382072,8/15/2024
86,Zach Bryan,"Burn, Burn, Burn",Warner Records,68,91,53,3379942,8/15/2024
87,"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),SAWGOD/Columbia,28,70,8,3373244,8/15/2024
88,Clairo,Juna,Clairo,76,76,3,3358678,8/15/2024
89,Mark Ambor,Belong Together,"Hundred Days Records, LLC",52,93,19,3346941,8/15/2024
90,GloRilla,Yeah Glo!,CMG/Interscope Records,38,75,23,3339533,8/15/2024
91,"Zach Bryan, The War And Treaty",Hey Driver (feat. The War and Treaty),Warner Records,3,104,51,3326926,8/15/2024
92,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,77,102,3298845,8/15/2024
93,"mgk, Jelly Roll",Lonely Road (with Jelly Roll),"EST 19XX, LLC, under exclusive license to Interscope Records",69,73,3,3290844,8/15/2024
94,"Peso Pluma, Neton Vega",LA PATRULLA,2024 Double P Records,94,112,7,3266215,8/15/2024
95,TV Girl,Lovers Rock,TV Girl,38,101,91,3239329,8/15/2024
96,Hozier,Take Me To Church,Universal-Island Records Ltd.,94,94,38,3238122,8/15/2024
97,"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,Wilburn Holding Co./Boominati/Epic/Republic,3,87,21,3232683,8/15/2024
98,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,2,85,55,3229995,8/15/2024
99,Sabrina Carpenter,Feather,Island Records,20,90,38,3228222,8/15/2024
100,Sabrina Carpenter,Nonsense,Island Records,15,102,83,3225161,8/15/2024
101,Luke Combs,Where the Wild Things Are,River House Artists/Columbia Nashville,36,97,27,3210706,8/15/2024
102,Creedence Clearwater Revival,Have You Ever Seen The Rain,Craft Recordings,94,99,33,3193694,8/15/2024
103,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,94,109,73,3189066,8/15/2024
104,Artemas,i like the way you kiss me,Artemas,3,89,21,3165998,8/15/2024
105,Zach Bryan,Nine Ball,Warner Records,38,118,13,3152744,8/15/2024
106,Taylor Swift,august,Taylor Swift,6,79,63,3146185,8/15/2024
107,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,106,225,3101255,8/15/2024
108,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,92,124,167,3055613,8/15/2024
109,"Luis R Conriquez, Neton Vega",Si No Quieres No,Kartel Music,62,111,15,3055100,8/15/2024
110,"Zach Bryan, The Lumineers",Spotless (feat. The Lumineers),Warner Records,7,135,22,3044862,8/15/2024
111,Frank Ocean,Thinkin Bout You,Red Zone Entertainment / IDJ,42,127,33,3017239,8/15/2024
112,"Koe Wetzel, Jessie Murph",High Road (feat. Jessie Murph),Columbia,22,103,10,3014075,8/15/2024
113,PinkPantheress,Pain,Parlophone UK,48,116,55,2985828,8/15/2024
114,GloRilla,TGIF,CMG/Interscope Records,83,113,7,2981066,8/15/2024
115,Coldplay,Viva La Vida,Parlophone UK,115,122,13,2949859,8/15/2024
116,Gracie Abrams,Close To You,"Gracie Abrams, under exclusive license to Interscope Records",27,100,10,2940723,8/15/2024
117,Cage The Elephant,Cigarette Daydreams,RCA Records Label,104,129,86,2913840,8/15/2024
118,Luke Combs,Beer Never Broke My Heart,River House Artists/Columbia Nashville,51,121,53,2904576,8/15/2024
119,J. Cole,No Role Modelz,Roc Nation Records LLC,10,137,340,2889194,8/15/2024
120,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,130,101,2887882,8/15/2024
121,Creedence Clearwater Revival,Fortunate Son,Craft Recordings,88,132,37,2878022,8/15/2024
122,TV Girl,Not Allowed,TV Girl,39,125,66,2870657,8/15/2024
123,Morgan Wallen,Whiskey Glasses,Big Loud,43,126,256,2864870,8/15/2024
124,Morgan Wallen,Chasin' You,Big Loud,55,142,144,2838802,8/15/2024
125,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,18,136,38,2831943,8/15/2024
126,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,133,104,2822006,8/15/2024
127,Old Dominion,One Man Band,RCA Records Label Nashville,71,150,43,2809583,8/15/2024
128,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,117,300,2791745,8/15/2024
129,The Goo Goo Dolls,Iris,Warner Records,86,128,26,2790596,8/15/2024
130,"Lil Durk, Morgan Wallen",Broadway Girls (feat. Morgan Wallen),Alamo,7,131,72,2781373,8/15/2024
131,"Marshmello, Kane Brown",Miles On It,RCA Records Label Nashville,68,110,15,2771023,8/15/2024
132,Luke Combs,The Kind of Love We Make,River House Artists/Columbia Nashville,15,140,82,2758780,8/15/2024
133,Natasha Bedingfield,Unwritten,Sony Music CG,85,148,31,2754612,8/15/2024
134,Charli xcx,365,Atlantic Records,119,119,3,2746864,8/15/2024
135,Fuerza Regida,NEL,Rancho Humilde/Street Mob Records,135,-1,1,2735805,8/15/2024
136,AC/DC,You Shook Me All Night Long,Columbia,136,168,11,2726348,8/15/2024
137,Tate McRae,greedy,RCA Records Label,4,138,48,2722183,8/15/2024
138,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,153,158,2720698,8/15/2024
139,Pharrell Williams,"Double Life - From ""Despicable Me 4""",Columbia,139,163,3,2716808,8/15/2024
140,Bryson Tiller,Don't,TrapSoul/RCA Records,82,145,138,2711152,8/15/2024
141,"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),Mercury Records/Republic Records,13,151,57,2707942,8/15/2024
142,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,12,114,12,2700557,8/15/2024
143,SZA,Snooze,Top Dawg Entertainment/RCA Records,10,147,88,2696729,8/15/2024
144,Tyler Childers,All Your'n,Hickman Holler Records/RCA Records,76,160,60,2680840,8/15/2024
145,Sublime,Santeria,Gasoline Alley,145,146,9,2653268,8/15/2024
146,"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),Twisted Elegance,114,123,5,2646735,8/15/2024
147,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,143,73,2637562,8/15/2024
148,"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),Mercury Records/Post Malone,10,134,8,2634683,8/15/2024
149,The Cranberries,Linger,Island Records,121,157,13,2629488,8/15/2024
150,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,41,162,191,2626201,8/15/2024
151,Chappell Roan,Naked In Manhattan,Chappell Roan PS/ Island,151,174,2,2620221,8/15/2024
152,Hozier,Work Song,Universal-Island Records Ltd.,152,-1,7,2616842,8/15/2024
153,Steve Lacy,Bad Habit,L-M Records/RCA Records,1,149,84,2610905,8/15/2024
154,Chappell Roan,Super Graphic Ultra Modern Girl,Chappell Roan PS/ Island,154,164,3,2608681,8/15/2024
155,BigXthaPlug,Back On My BS,BigXthaPlug under exclusive license to UnitedMasters LLC,74,161,21,2602651,8/15/2024
156,"Quavo, Lana Del Rey",Tough,Quality Control Music/Motown Records,15,120,6,2598837,8/15/2024
157,Kendrick Lamar,HUMBLE.,Aftermath,1,144,211,2597350,8/15/2024
158,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,27,198,121,2596510,8/15/2024
159,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,3,177,88,2591910,8/15/2024
160,Josh Meloy,Porch Light,Josh Meloy Music,155,170,16,2590615,8/15/2024
161,Steve Lacy,Dark Red,Three Quarter,16,155,155,2583076,8/15/2024
162,"Moneybagg Yo, Morgan Wallen",WHISKEY WHISKEY (feat. Morgan Wallen),CMG/N-Less/Interscope Records,53,152,9,2577819,8/15/2024
163,Bryson Tiller,Whatever She Wants,TrapSoul/RCA Records,7,166,26,2563608,8/15/2024
164,Zach Bryan,Motorcycle Drive By,Warner Records,135,-1,3,2563580,8/15/2024
165,Cris Mj,SI NO ES CONTIGO,Sonar LLC.,89,183,10,2560164,8/15/2024
166,"Peso Pluma, DJ Snake",TEKA,2024 Double P Records,166,176,2,2556101,8/15/2024
167,Kendrick Lamar,euphoria,"Kendrick Lamar, under exclusive license to Interscope Records",3,141,16,2541580,8/15/2024
168,"Earth, Wind & Fire",September,Columbia/Legacy,70,184,21,2535607,8/15/2024
169,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,171,94,2531964,8/15/2024
170,SZA,Broken Clocks,Top Dawg Entertainment/RCA Records,130,-1,18,2529031,8/15/2024
171,21 Savage,redrum,"Slaughter Gang, LLC/Epic Records",1,159,31,2521237,8/15/2024
172,Tory Lanez,The Color Violet,One Umbrella Records,26,-1,92,2519807,8/15/2024
173,Noah Kahan,You’re Gonna Go Far,Mercury Records/Republic Records,64,180,6,2516755,8/15/2024
174,Chappell Roan,After Midnight,Chappell Roan PS/ Island,174,185,2,2512356,8/15/2024
175,"GloRilla, Megan Thee Stallion",Wanna Be (with Megan Thee Stallion),CMG/Interscope Records,30,154,19,2507403,8/15/2024
176,Arctic Monkeys,505,Domino Recording Co,18,182,186,2506656,8/15/2024
177,"Lil Yachty, ian",Hate Me,Quality Control Music/Motown Records/Bu Vision/Columbia,115,115,3,2500138,8/15/2024
178,Nickelback,How You Remind Me,Roadrunner Records,175,175,5,2485191,8/15/2024
179,Kanye West,Heartless,Roc-A-Fella,37,186,144,2481177,8/15/2024
180,Laufey,From The Start,Laufey,45,172,47,2478352,8/15/2024
181,HARDY,TRUCK BED,Big Loud,125,196,28,2470038,8/15/2024
182,Bryan Martin,We Ride,Average Joes Entertainment,146,191,25,2467496,8/15/2024
183,Bailey Zimmerman,Where It Ends,Warner Music Nashville/Elektra,38,200,18,2467247,8/15/2024
184,Artemas,if u think i'm pretty,Artemas,50,187,11,2464320,8/15/2024
185,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,YZY,1,167,27,2459799,8/15/2024
186,Taylor Swift,Down Bad,Taylor Swift,2,179,17,2456658,8/15/2024
187,The Walters,I Love You So,Warner Records,9,178,94,2454251,8/15/2024
188,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,158,102,2450879,8/15/2024
189,Bruno Mars,When I Was Your Man,Atlantic Records,101,-1,19,2450862,8/15/2024
190,Drake,Blue Green Red,OVO/Republic,190,-1,1,2449110,8/15/2024
191,Noah Kahan,All My Love,Mercury Records/Republic Records,120,-1,5,2430612,8/15/2024
192,Sleepy Hallow,2055,Winners Circle/RCA Records,8,194,68,2429626,8/15/2024
193,TV Girl,Cigarettes out the Window,TV Girl,94,195,28,2424571,8/15/2024
194,Buffalo Springfield,For What It's Worth,Rhino/Elektra,189,189,2,2423335,8/15/2024
195,Foo Fighters,Everlong,RCA Records Label,60,190,98,2422978,8/15/2024
196,"Tyler, The Creator",BEST INTEREST,Columbia,148,199,15,2422369,8/15/2024
197,Jimmy Eat World,The Middle,Interscope,98,-1,14,2419021,8/15/2024
198,Frank Ocean,Ivy,Boys Don't Cry,169,-1,10,2392841,8/15/2024
199,ian,Magic Johnson,Bu Vision,112,169,8,2386281,8/15/2024
200,"Mac Miller, Empire Of The Sun",The Spins,Rostrum Records,61,-1,146,2386222,8/15/2024
1,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,1,4,15,14931340,8/22/2024
2,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,1,1,20,14688732,8/22/2024
3,Jimin,Who,BIGHIT MUSIC,2,2,5,13940880,8/22/2024
4,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,4,-1,1,13379712,8/22/2024
5,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,3,14,13286842,8/22/2024
6,Sabrina Carpenter,Please Please Please,Island Records,1,5,11,11074470,8/22/2024
7,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,6,19,10891458,8/22/2024
8,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,7,16,10156948,8/22/2024
9,Sabrina Carpenter,Espresso,Island Records,1,8,19,9762903,8/22/2024
10,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,9,9,19,9728635,8/22/2024
11,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,10,17,8578303,8/22/2024
12,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,12,12,11,8068688,8/22/2024
13,"Post Malone, Luke Combs",Guy For That (Feat. Luke Combs),Mercury Records / Republic Records,12,27,4,7996129,8/22/2024
14,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,14,52,7764621,8/22/2024
15,"Charli xcx, Billie Eilish",Guess featuring billie eilish,Atlantic Records,7,11,3,7210000,8/22/2024
16,"Hanumankind, Kalmi",Big Dawgs,Universal Music India Pvt Ltd.,13,13,4,7123011,8/22/2024
17,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,16,22,7097195,8/22/2024
18,Zach Bryan,Pink Skies,Warner Records,8,18,13,7034147,8/22/2024
19,Chappell Roan,Red Wine Supernova,Chappell Roan PS/ Island,15,15,20,6971670,8/22/2024
20,"Post Malone, Tim McGraw",Wrong Ones (Feat. Tim McGraw),Mercury Records / Republic Records,20,-1,1,6851137,8/22/2024
21,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,17,31,6686604,8/22/2024
22,Morgan Wallen,Lies Lies Lies,Big Loud Records / Mercury Records / Republic Records,9,19,7,6384595,8/22/2024
23,Noah Kahan,Stick Season,Mercury Records/Republic Records,2,20,95,6354652,8/22/2024
24,"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),Mercury Records / Republic Records,10,148,9,6208975,8/22/2024
25,Teddy Swims,Lose Control,Warner Records,10,23,41,5980410,8/22/2024
26,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,19,25,70,5970247,8/22/2024
27,Zach Bryan,Something in the Orange,Warner Records,4,24,122,5891701,8/22/2024
28,Post Malone,What Don't Belong To Me,Mercury Records / Republic Records,28,-1,1,5736994,8/22/2024
29,Charli xcx,Apple,Atlantic Records,16,21,6,5698996,8/22/2024
30,The Kid LAROI,NIGHTS LIKE THIS,Columbia,24,28,9,5549561,8/22/2024
31,Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),Atlantic Records,17,22,14,5494979,8/22/2024
32,Zach Bryan,28,Warner Records,10,26,7,5386562,8/22/2024
33,Zach Bryan,Heading South,Warner Records,30,30,93,5286424,8/22/2024
34,"Post Malone, Hank Williams, Jr.",Finer Things (Feat. Hank Williams Jr.),Mercury Records / Republic Records,34,-1,1,5266182,8/22/2024
35,Dasha,Austin (Boots Stop Workin'),Warner Records,20,31,24,5264926,8/22/2024
36,"Post Malone, Jelly Roll",Losers (Feat. Jelly Roll),Mercury Records / Republic Records,36,-1,1,5247922,8/22/2024
37,"Post Malone, Chris Stapleton",California Sober (Feat. Chris Stapleton),Mercury Records / Republic Records,37,-1,1,5134191,8/22/2024
38,Chappell Roan,Casual,Chappell Roan PS/ Island,32,32,12,5111996,8/22/2024
39,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,38,164,5081587,8/22/2024
40,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,29,82,4978188,8/22/2024
41,Zach Bryan,Sun to Me,Warner Records,35,35,67,4944263,8/22/2024
42,Charli xcx,360,Atlantic Records,21,33,12,4880102,8/22/2024
43,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",22,37,22,4772812,8/22/2024
44,"Future, Metro Boomin, Kendrick Lamar",Like That,Wilburn Holding Co./Boominati/Epic/Republic,1,34,22,4770793,8/22/2024
45,"Post Malone, Lainey Wilson",Nosedive (Feat. Lainey Wilson),Mercury Records / Republic Records,45,-1,1,4717754,8/22/2024
46,The Neighbourhood,Sweater Weather,Columbia,13,50,209,4663016,8/22/2024
47,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,40,40,48,4641630,8/22/2024
48,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,39,14,4592770,8/22/2024
49,Michael Marcagi,Scared To Start,Warner Records,16,43,31,4543250,8/22/2024
50,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,44,44,9,4536616,8/22/2024
51,Billie Eilish,LUNCH,Darkroom/Interscope Records,4,36,14,4469405,8/22/2024
52,"Post Malone, Dolly Parton",Have The Heart (Feat. Dolly Parton),Mercury Records / Republic Records,52,-1,1,4465702,8/22/2024
53,"Post Malone, Brad Paisley",Goes Without Saying (Feat. Brad Paisley),Mercury Records / Republic Records,53,-1,1,4391192,8/22/2024
54,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",42,42,6,4365737,8/22/2024
55,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,47,77,4354286,8/22/2024
56,Chappell Roan,Femininomenon,Chappell Roan PS/ Island,41,41,11,4305537,8/22/2024
57,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,55,18,4277231,8/22/2024
58,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,Jive,31,45,4,4215017,8/22/2024
59,"Post Malone, HARDY",Hide My Gun (Feat. HARDY),Mercury Records / Republic Records,59,-1,1,4125289,8/22/2024
60,Taylor Swift,Cruel Summer,Taylor Swift,2,52,93,4120626,8/22/2024
61,Luke Combs,When It Rains It Pours,River House Artists/Columbia Nashville,60,60,121,4104748,8/22/2024
62,Djo,End of Beginning,Djo,3,57,27,4086263,8/22/2024
63,Luke Combs,She Got the Best of Me,River House Artists/Columbia Nashville,58,58,38,4064352,8/22/2024
64,"Post Malone, Luke Combs",Missin’ You Like This (Feat. Luke Combs),Mercury Records / Republic Records,64,-1,1,4059221,8/22/2024
65,"Drake, Young Thug, 21 Savage",It's Up (feat. Young Thug & 21 Savage),OVO/Republic,48,48,2,4050569,8/22/2024
66,Jordan Adetunji,KEHLANI,300 Entertainment,46,46,9,4045744,8/22/2024
67,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,8,53,119,4045027,8/22/2024
68,Myles Smith,Stargazing,RCA Records Label,24,49,15,4037524,8/22/2024
69,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,69,83,4,4022397,8/22/2024
70,Taylor Swift,I Can Do It With a Broken Heart,Taylor Swift,3,56,18,3967424,8/22/2024
71,"Post Malone, ERNEST",Devil I've Been (Feat. ERNEST),Mercury Records / Republic Records,71,-1,1,3932766,8/22/2024
72,Chappell Roan,My Kink Is Karma,Chappell Roan PS/ Island,59,59,11,3855611,8/22/2024
73,Frank Ocean,Pink + White,Boys Don't Cry,30,68,106,3844341,8/22/2024
74,Gunna,one of wun,300 Entertainment,23,70,15,3833128,8/22/2024
75,Zach Bryan,Oklahoma Smokeshow,Warner Records,64,64,58,3819424,8/22/2024
76,Ariana Grande,we can't be friends (wait for your love),Republic Records,2,61,24,3804483,8/22/2024
77,Daryl Hall & John Oates,Rich Girl,RCA Records Label,57,69,26,3711231,8/22/2024
78,Miguel,Sure Thing,Jive,10,78,92,3709596,8/22/2024
79,Post Malone,Yours,Mercury Records / Republic Records,79,-1,1,3702851,8/22/2024
80,SZA,Saturn,Top Dawg Entertainment/RCA Records,5,67,26,3700435,8/22/2024
81,BigXthaPlug,Mmhmm,BigXthaPlug under exclusive license to UnitedMasters LLC,38,76,36,3700266,8/22/2024
82,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,85,89,3696993,8/22/2024
83,"Megan Thee Stallion, Yuki Chiba",Mamushi (feat. Yuki Chiba),Hot Girl Productions,29,51,8,3669851,8/22/2024
84,"Post Malone, Sierra Ferrell",Never Love You Again (Feat. Sierra Ferrell),Mercury Records / Republic Records,84,-1,1,3612914,8/22/2024
85,Tucker Wetmore,Wind Up Missin’ You,Tucker Wetmore,48,66,21,3606075,8/22/2024
86,TV Girl,Lovers Rock,TV Girl,38,95,92,3580605,8/22/2024
87,Mitski,My Love Mine All Mine,Dead Oceans,3,82,49,3565200,8/22/2024
88,"Diplo, Morgan Wallen",Heartless (feat. Morgan Wallen),Columbia,57,74,98,3562006,8/22/2024
89,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,73,188,3461971,8/22/2024
90,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,7,62,14,3457532,8/22/2024
91,Dominic Fike,misses,Columbia,52,65,11,3446680,8/22/2024
92,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,92,103,74,3422030,8/22/2024
93,"Peso Pluma, Neton Vega",LA PATRULLA,2024 Double P Records,93,94,8,3407705,8/22/2024
94,Eminem,Houdini,Shady/Aftermath/Interscope Records,5,63,12,3402125,8/22/2024
95,Luke Combs,Beautiful Crazy,River House Artists/Columbia Nashville,61,80,199,3401242,8/22/2024
96,"Post Malone, Billy Strings",M-E-X-I-C-O (Feat. Billy Strings),Mercury Records / Republic Records,96,-1,1,3359945,8/22/2024
97,Sabrina Carpenter,Nonsense,Island Records,15,100,84,3357081,8/22/2024
98,The Killers,Mr. Brightside,Island Records,50,75,208,3354896,8/22/2024
99,Gunna,fukumean,300 Entertainment,1,71,58,3330504,8/22/2024
100,Van Morrison,Brown Eyed Girl,Columbia/Legacy,68,79,28,3302880,8/22/2024
101,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,92,103,3287609,8/22/2024
102,GloRilla,Yeah Glo!,CMG/Interscope Records,38,90,24,3287465,8/22/2024
103,"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,Wilburn Holding Co./Boominati/Epic/Republic,3,97,22,3282962,8/22/2024
104,Tommy Richman,DEVIL IS A LIE,PULSE Records,14,72,10,3269499,8/22/2024
105,PinkPantheress,Pain,Parlophone UK,48,113,56,3252715,8/22/2024
106,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,107,226,3245414,8/22/2024
107,Chris Stapleton,You Should Probably Leave,Mercury Nashville,56,84,61,3233892,8/22/2024
108,Sabrina Carpenter,Feather,Island Records,20,99,39,3228361,8/22/2024
